Graph(num_nodes=20, num_edges=292,
      ndata_schemes={'_ID': Scheme(shape=(), dtype=torch.int64)}
      edata_schemes={'_ID': Scheme(shape=(), dtype=torch.int64)})
cuda:1
Namespace(alpha=0.999, aug='1st', batch_size=32, beta1=0.9, beta2=0.999, clip_norm=1.0, cv=False, cvrun=-1, dataset='dgl', degree_embedding_size=16, epochs=100, exp='Pretrain', finetune=False, fold_idx=0, freq_embedding_size=16, gpu=0, hidden_size=64, learning_rate=0.005, load_path=None, lr_decay_epochs=[120, 160, 200], lr_decay_rate=0.0, max_degree=512, max_edge_freq=16, max_node_freq=16, moco=True, model='gin', model_folder='saved/Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_momentum_0.999', model_name='Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_momentum_0.999', model_path='saved', momentum=0.9, nce_k=16384, nce_t=0.07, norm=True, num_copies=12, num_layer=5, num_samples=2000, num_workers=24, optimizer='adam', positional_embedding_size=32, print_freq=10, readout='avg', restart_prob=0.8, resume='', rw_hops=256, save_freq=1, seed=0, set2set_iter=6, set2set_lstm_layer=3, subgraph_size=128, tb_folder='tensorboard/Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_momentum_0.999', tb_freq=50, tb_path='tensorboard', weight_decay=1e-05)
Pretrain_moco_True_dgl_gin_layer_5_lr_0.005_decay_1e-05_bsz_32_hid_64_samples_2000_nce_t_0.07_nce_k_16384_rw_hops_256_restart_prob_0.8_aug_1st_ft_False_deg_16_pos_32_momentum_0.999
Use GPU: 0 for training
setting random seeds
before construct dataset 5.254283905029297
load graph done
before construct dataloader 5.254283905029297
before training 5.254283905029297
using queue shape: (16384,64)
==> training...
moco1
moco2
moco3
moco4
Train: [0][1/1500]	BT 20.379 (20.379)	DT 19.080 (19.080)	loss 5.540 (5.540)	prob 5.742 (5.742)	GS 33.891 (33.891)	mem 74.267
Train: [57][740/1500]	BT 0.039 (0.315)	DT 0.001 (0.277)	loss 7.188 (7.348)	prob 3.470 (2.563)	GS 34.609 (32.057)	mem 73.125
Train: [57][750/1500]	BT 0.039 (0.325)	DT 0.001 (0.287)	loss 7.249 (7.362)	prob 3.589 (2.650)	GS 35.453 (32.479)	mem 73.157
Train: [57][760/1500]	BT 0.039 (0.321)	DT 0.001 (0.283)	loss 7.407 (7.405)	prob 3.477 (3.121)	GS 31.062 (32.123)	mem 73.157
Train: [57][770/1500]	BT 0.029 (0.318)	DT 0.000 (0.280)	loss 7.239 (7.361)	prob 2.735 (3.179)	GS 34.781 (32.083)	mem 73.158
Train: [57][780/1500]	BT 0.038 (0.320)	DT 0.001 (0.282)	loss 7.289 (7.344)	prob 4.235 (3.287)	GS 32.094 (31.971)	mem 73.159
Train: [57][790/1500]	BT 0.039 (0.316)	DT 0.001 (0.278)	loss 7.359 (7.365)	prob 3.626 (3.365)	GS 38.109 (31.770)	mem 73.159
Train: [57][800/1500]	BT 0.037 (0.322)	DT 0.000 (0.284)	loss 7.722 (7.372)	prob 4.028 (3.409)	GS 34.109 (31.649)	mem 73.161
Train: [57][810/1500]	BT 0.033 (0.319)	DT 0.000 (0.282)	loss 7.386 (7.484)	prob 3.530 (3.031)	GS 35.453 (33.456)	mem 73.162
Train: [57][820/1500]	BT 0.039 (0.319)	DT 0.001 (0.281)	loss 7.356 (7.370)	prob 4.509 (3.181)	GS 29.656 (32.612)	mem 73.164
Train: [57][830/1500]	BT 0.063 (0.319)	DT 0.004 (0.281)	loss 7.719 (7.370)	prob 3.888 (3.364)	GS 32.219 (32.402)	mem 73.165
Train: [57][840/1500]	BT 0.028 (0.316)	DT 0.000 (0.278)	loss 7.674 (7.396)	prob 3.665 (3.369)	GS 32.031 (32.701)	mem 73.165
Train: [57][850/1500]	BT 0.038 (0.314)	DT 0.001 (0.276)	loss 7.377 (7.422)	prob 3.922 (3.454)	GS 30.422 (32.718)	mem 73.166
Train: [57][860/1500]	BT 0.039 (0.315)	DT 0.000 (0.277)	loss 7.290 (7.468)	prob 4.369 (3.827)	GS 35.625 (32.602)	mem 73.165
Train: [57][870/1500]	BT 0.038 (0.312)	DT 0.001 (0.274)	loss 6.961 (7.412)	prob 4.372 (3.736)	GS 35.328 (33.398)	mem 73.166
Train: [57][880/1500]	BT 0.039 (0.312)	DT 0.001 (0.274)	loss 7.325 (7.369)	prob 4.033 (3.818)	GS 35.766 (33.485)	mem 73.167
Train: [57][890/1500]	BT 0.039 (0.309)	DT 0.000 (0.271)	loss 7.575 (7.353)	prob 3.623 (3.801)	GS 36.047 (33.631)	mem 73.167
Train: [57][900/1500]	BT 0.038 (0.311)	DT 0.000 (0.273)	loss 7.629 (7.367)	prob 4.395 (3.809)	GS 37.812 (33.719)	mem 73.167
Train: [57][910/1500]	BT 0.039 (0.308)	DT 0.001 (0.270)	loss 7.146 (7.440)	prob 4.125 (3.790)	GS 36.062 (33.775)	mem 73.169
Train: [57][920/1500]	BT 0.038 (0.309)	DT 0.001 (0.272)	loss 7.341 (7.367)	prob 4.071 (3.865)	GS 30.422 (33.309)	mem 73.170
Train: [57][930/1500]	BT 0.030 (0.306)	DT 0.000 (0.269)	loss 7.964 (7.419)	prob 3.498 (3.823)	GS 37.297 (33.292)	mem 73.168
Train: [57][940/1500]	BT 0.037 (0.309)	DT 0.000 (0.271)	loss 7.667 (7.387)	prob 3.726 (3.747)	GS 31.516 (33.220)	mem 73.170
Train: [57][950/1500]	BT 0.036 (0.306)	DT 0.000 (0.268)	loss 7.301 (7.386)	prob 4.189 (3.761)	GS 32.812 (32.977)	mem 73.170
Train: [57][960/1500]	BT 0.039 (0.303)	DT 0.001 (0.265)	loss 7.511 (7.257)	prob 4.112 (4.076)	GS 31.406 (31.816)	mem 73.170
Train: [57][970/1500]	BT 0.036 (0.304)	DT 0.000 (0.266)	loss 6.911 (7.306)	prob 4.340 (3.826)	GS 36.828 (32.473)	mem 73.170
Train: [57][980/1500]	BT 0.030 (0.301)	DT 0.000 (0.264)	loss 7.267 (7.302)	prob 4.093 (3.819)	GS 32.453 (32.627)	mem 73.170
Train: [57][990/1500]	BT 0.033 (0.302)	DT 0.001 (0.264)	loss 7.173 (7.304)	prob 4.071 (3.753)	GS 32.344 (33.176)	mem 73.177
Train: [57][1000/1500]	BT 0.032 (0.299)	DT 0.001 (0.261)	loss 7.385 (7.309)	prob 3.860 (3.737)	GS 34.406 (33.076)	mem 73.177
Train: [57][1010/1500]	BT 0.048 (0.296)	DT 0.016 (0.259)	loss 6.979 (7.262)	prob 4.046 (3.780)	GS 34.828 (33.130)	mem 73.180
Train: [57][1020/1500]	BT 0.027 (0.298)	DT 0.000 (0.261)	loss 6.939 (7.274)	prob 4.094 (3.854)	GS 29.500 (32.112)	mem 73.184
Train: [57][1030/1500]	BT 0.027 (0.296)	DT 0.000 (0.258)	loss 7.239 (7.276)	prob 3.777 (3.805)	GS 32.797 (31.795)	mem 73.184
Train: [57][1040/1500]	BT 0.037 (0.296)	DT 0.000 (0.258)	loss 6.693 (7.241)	prob 4.541 (3.860)	GS 36.281 (31.930)	mem 73.089
Train: [57][1050/1500]	BT 0.052 (0.294)	DT 0.002 (0.256)	loss 7.343 (7.239)	prob 4.447 (3.806)	GS 33.250 (32.069)	mem 73.089
Train: [57][1060/1500]	BT 0.080 (0.297)	DT 0.005 (0.259)	loss 7.403 (7.196)	prob 4.033 (3.938)	GS 31.344 (31.778)	mem 73.090
Train: [57][1070/1500]	BT 0.030 (0.318)	DT 0.000 (0.280)	loss 6.953 (7.207)	prob 3.800 (3.739)	GS 34.141 (32.664)	mem 73.099
Train: [57][1080/1500]	BT 0.033 (0.315)	DT 0.001 (0.277)	loss 6.958 (7.173)	prob 3.678 (3.633)	GS 32.156 (32.890)	mem 73.100
Train: [57][1090/1500]	BT 0.036 (0.315)	DT 0.001 (0.277)	loss 7.605 (7.218)	prob 2.964 (3.492)	GS 33.328 (32.972)	mem 73.101
Train: [57][1100/1500]	BT 0.039 (0.312)	DT 0.001 (0.275)	loss 7.240 (7.217)	prob 3.756 (3.517)	GS 33.016 (32.802)	mem 73.101
Train: [57][1110/1500]	BT 0.032 (0.313)	DT 0.000 (0.275)	loss 7.224 (7.110)	prob 3.057 (3.731)	GS 36.656 (33.314)	mem 73.101
Train: [57][1120/1500]	BT 0.031 (0.311)	DT 0.000 (0.273)	loss 7.231 (7.096)	prob 4.112 (3.703)	GS 31.469 (32.763)	mem 73.101
Train: [57][1130/1500]	BT 0.041 (0.308)	DT 0.000 (0.271)	loss 7.146 (7.105)	prob 3.513 (3.650)	GS 35.953 (32.673)	mem 73.101
Train: [57][1140/1500]	BT 0.038 (0.311)	DT 0.001 (0.273)	loss 7.263 (7.140)	prob 4.072 (3.544)	GS 33.328 (32.613)	mem 73.102
Train: [57][1150/1500]	BT 0.039 (0.309)	DT 0.001 (0.271)	loss 7.086 (7.135)	prob 3.627 (3.565)	GS 29.234 (32.701)	mem 73.102
Train: [57][1160/1500]	BT 0.040 (0.311)	DT 0.001 (0.273)	loss 7.072 (7.088)	prob 2.738 (3.452)	GS 32.859 (34.969)	mem 73.102
Train: [57][1170/1500]	BT 0.039 (0.308)	DT 0.001 (0.271)	loss 7.143 (7.131)	prob 2.950 (3.384)	GS 36.406 (33.937)	mem 73.102
Train: [57][1180/1500]	BT 0.039 (0.307)	DT 0.001 (0.269)	loss 6.833 (7.130)	prob 3.406 (3.364)	GS 36.875 (33.672)	mem 73.101
Train: [57][1190/1500]	BT 0.038 (0.308)	DT 0.001 (0.271)	loss 6.834 (7.149)	prob 3.080 (3.353)	GS 38.797 (33.646)	mem 73.102
Train: [57][1200/1500]	BT 0.048 (0.306)	DT 0.001 (0.269)	loss 7.303 (7.158)	prob 3.805 (3.271)	GS 34.094 (33.397)	mem 73.102
Train: [57][1210/1500]	BT 0.028 (0.308)	DT 0.001 (0.270)	loss 7.123 (7.169)	prob 3.544 (3.433)	GS 30.234 (33.342)	mem 73.105
Train: [57][1220/1500]	BT 0.039 (0.306)	DT 0.000 (0.268)	loss 7.371 (7.165)	prob 3.096 (3.274)	GS 38.875 (34.254)	mem 73.105
Train: [57][1230/1500]	BT 0.036 (0.306)	DT 0.000 (0.268)	loss 6.967 (7.129)	prob 3.184 (3.260)	GS 32.000 (33.711)	mem 73.121
Train: [57][1240/1500]	BT 0.032 (0.304)	DT 0.000 (0.266)	loss 6.902 (7.130)	prob 3.018 (3.165)	GS 33.875 (33.729)	mem 73.123
Train: [57][1250/1500]	BT 0.495 (0.302)	DT 0.458 (0.264)	loss 7.016 (7.127)	prob 2.840 (3.121)	GS 35.422 (33.800)	mem 73.122
Train: [57][1260/1500]	BT 0.038 (0.303)	DT 0.001 (0.265)	loss 7.010 (7.053)	prob 3.516 (3.310)	GS 35.219 (32.019)	mem 73.124
Train: [57][1270/1500]	BT 0.038 (0.301)	DT 0.000 (0.263)	loss 7.008 (7.044)	prob 3.480 (3.317)	GS 34.281 (31.687)	mem 73.123
Train: [57][1280/1500]	BT 0.067 (0.303)	DT 0.011 (0.266)	loss 6.873 (7.081)	prob 2.767 (3.140)	GS 35.516 (32.322)	mem 73.124
Train: [57][1290/1500]	BT 0.064 (0.301)	DT 0.011 (0.264)	loss 6.929 (7.080)	prob 3.706 (3.137)	GS 37.625 (32.038)	mem 73.123
Train: [57][1300/1500]	BT 0.110 (0.305)	DT 0.038 (0.267)	loss 7.297 (7.077)	prob 2.583 (3.117)	GS 32.219 (31.815)	mem 73.123
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
/home/shakir/.venv/lib/python3.8/site-packages/dgl/data/graph_serialize.py:189: DGLWarning: You are loading a graph file saved by old version of dgl.              Please consider saving it again with the current format.
  dgl_warning(
Train: [57][1310/1500]	BT 0.060 (0.303)	DT 0.011 (0.265)	loss 7.386 (7.033)	prob 2.795 (2.919)	GS 32.812 (31.894)	mem 73.122
Train: [57][1320/1500]	BT 0.033 (0.314)	DT 0.000 (0.276)	loss 7.377 (7.037)	prob 2.879 (2.888)	GS 33.953 (31.770)	mem 73.124
Train: [57][1330/1500]	BT 0.023 (0.311)	DT 0.000 (0.274)	loss 6.918 (7.035)	prob 3.661 (2.959)	GS 30.984 (32.297)	mem 73.125
Train: [57][1340/1500]	BT 0.024 (0.312)	DT 0.000 (0.274)	loss 7.106 (7.045)	prob 2.408 (2.949)	GS 32.688 (32.245)	mem 73.128
Train: [57][1350/1500]	BT 0.035 (0.309)	DT 0.000 (0.272)	loss 6.938 (7.029)	prob 2.883 (2.907)	GS 36.906 (32.398)	mem 73.128
Train: [57][1360/1500]	BT 0.036 (0.307)	DT 0.000 (0.270)	loss 6.932 (7.069)	prob 2.834 (2.487)	GS 29.562 (32.000)	mem 73.129
Train: [57][1370/1500]	BT 0.028 (0.308)	DT 0.000 (0.270)	loss 6.963 (7.026)	prob 2.870 (2.542)	GS 36.812 (31.986)	mem 73.133
Train: [57][1380/1500]	BT 0.029 (0.306)	DT 0.000 (0.268)	loss 7.012 (7.028)	prob 3.161 (2.621)	GS 29.516 (32.552)	mem 73.133
Train: [57][1390/1500]	BT 0.034 (0.307)	DT 0.000 (0.269)	loss 7.144 (7.027)	prob 2.591 (2.623)	GS 32.562 (32.451)	mem 73.136
Train: [57][1400/1500]	BT 0.037 (0.305)	DT 0.001 (0.267)	loss 7.231 (7.021)	prob 1.933 (2.634)	GS 31.656 (32.016)	mem 73.137
Train: [57][1410/1500]	BT 0.037 (0.303)	DT 0.001 (0.266)	loss 6.963 (7.012)	prob 3.162 (2.820)	GS 28.016 (31.803)	mem 73.136
Train: [57][1420/1500]	BT 0.062 (0.304)	DT 0.011 (0.267)	loss 7.394 (7.005)	prob 2.316 (2.816)	GS 34.047 (31.706)	mem 73.139
Train: [57][1430/1500]	BT 0.063 (0.303)	DT 0.013 (0.265)	loss 6.987 (7.007)	prob 3.065 (2.825)	GS 33.750 (32.281)	mem 73.139
Train: [57][1440/1500]	BT 0.038 (0.304)	DT 0.001 (0.266)	loss 6.964 (7.015)	prob 2.145 (2.736)	GS 32.781 (32.396)	mem 73.139
Train: [57][1450/1500]	BT 0.025 (0.303)	DT 0.000 (0.265)	loss 6.791 (6.986)	prob 3.121 (2.725)	GS 34.281 (32.531)	mem 73.139
Train: [57][1460/1500]	BT 0.030 (0.305)	DT 0.001 (0.268)	loss 7.180 (6.951)	prob 1.874 (2.542)	GS 34.750 (32.848)	mem 72.298
Train: [57][1470/1500]	BT 0.028 (0.303)	DT 0.000 (0.266)	loss 6.932 (6.979)	prob 2.627 (2.594)	GS 29.453 (31.938)	mem 72.224
Train: [57][1480/1500]	BT 0.027 (0.301)	DT 0.000 (0.264)	loss 6.948 (6.979)	prob 2.728 (2.612)	GS 36.531 (32.147)	mem 72.224
Train: [57][1490/1500]	BT 0.025 (0.301)	DT 0.000 (0.264)	loss 6.964 (6.993)	prob 2.742 (2.605)	GS 33.000 (32.591)	mem 8.055
Train: [57][1500/1500]	BT 0.024 (0.299)	DT 0.000 (0.262)	loss 6.565 (6.989)	prob 2.787 (2.628)	GS 33.781 (32.609)	mem 8.055
Train: [57][1510/1500]	BT 0.034 (0.298)	DT 0.000 (0.261)	loss 6.939 (6.756)	prob 1.614 (2.679)	GS 32.969 (31.509)	mem 7.982
epoch 57, total time 450.55
==> Saving...
==> Saving...
==> training...
moco1
moco2
moco3
moco4
Train: [58][1/1500]	BT 19.179 (19.179)	DT 19.121 (19.121)	loss 6.599 (6.599)	prob 3.387 (3.387)	GS 34.172 (34.172)	mem 71.610
Train: [58][10/1500]	BT 0.037 (2.151)	DT 0.001 (2.112)	loss 6.680 (6.667)	prob 2.755 (2.564)	GS 34.781 (33.608)	mem 71.672
Train: [58][20/1500]	BT 0.039 (1.119)	DT 0.001 (1.080)	loss 7.161 (6.758)	prob 2.896 (2.547)	GS 39.609 (33.854)	mem 71.796
Train: [58][30/1500]	BT 0.056 (0.859)	DT 0.012 (0.821)	loss 6.618 (6.768)	prob 3.071 (2.560)	GS 30.000 (33.249)	mem 71.861
Train: [58][40/1500]	BT 0.061 (0.707)	DT 0.007 (0.667)	loss 6.799 (6.804)	prob 2.205 (2.547)	GS 30.422 (32.803)	mem 71.865
Train: [58][50/1500]	BT 0.030 (0.806)	DT 0.000 (0.768)	loss 6.995 (6.823)	prob 2.981 (2.498)	GS 34.000 (32.729)	mem 71.891
Train: [58][60/1500]	BT 0.024 (0.676)	DT 0.000 (0.640)	loss 6.884 (6.868)	prob 2.248 (2.462)	GS 31.781 (33.089)	mem 71.892
Train: [58][70/1500]	BT 0.038 (0.639)	DT 0.001 (0.603)	loss 6.790 (6.903)	prob 2.782 (2.598)	GS 34.547 (32.602)	mem 71.901
Train: [58][80/1500]	BT 0.083 (0.565)	DT 0.012 (0.528)	loss 6.818 (6.887)	prob 3.129 (2.580)	GS 31.031 (32.325)	mem 71.901
Train: [58][90/1500]	BT 4.848 (0.562)	DT 4.802 (0.523)	loss 7.255 (6.889)	prob 2.202 (2.554)	GS 32.172 (32.475)	mem 71.924
Train: [58][100/1500]	BT 0.041 (0.572)	DT 0.000 (0.534)	loss 6.807 (6.883)	prob 2.763 (2.511)	GS 33.812 (32.485)	mem 71.930
Train: [58][110/1500]	BT 0.037 (0.523)	DT 0.000 (0.485)	loss 6.840 (6.887)	prob 2.481 (2.488)	GS 35.078 (32.002)	mem 71.933
Train: [58][120/1500]	BT 0.048 (0.506)	DT 0.016 (0.469)	loss 6.922 (6.904)	prob 2.218 (2.415)	GS 32.578 (31.886)	mem 71.937
Train: [58][130/1500]	BT 0.049 (0.471)	DT 0.000 (0.433)	loss 7.073 (6.891)	prob 1.856 (2.367)	GS 35.609 (32.093)	mem 71.937
Train: [58][140/1500]	BT 0.082 (0.442)	DT 0.006 (0.403)	loss 6.986 (6.895)	prob 1.918 (2.365)	GS 30.625 (32.303)	mem 71.938
Train: [58][150/1500]	BT 0.034 (0.456)	DT 0.001 (0.417)	loss 6.868 (6.894)	prob 2.487 (2.386)	GS 36.781 (32.503)	mem 71.945
Train: [58][160/1500]	BT 0.039 (0.430)	DT 0.001 (0.391)	loss 6.867 (6.866)	prob 2.111 (2.128)	GS 36.125 (33.630)	mem 71.945
Train: [58][170/1500]	BT 0.038 (0.427)	DT 0.001 (0.389)	loss 7.047 (6.897)	prob 2.151 (2.190)	GS 34.688 (33.612)	mem 71.953
Train: [58][180/1500]	BT 0.039 (0.406)	DT 0.001 (0.367)	loss 6.781 (6.886)	prob 2.571 (2.227)	GS 34.031 (33.456)	mem 71.954
Train: [58][190/1500]	BT 0.039 (0.401)	DT 0.001 (0.363)	loss 6.761 (6.897)	prob 2.805 (2.266)	GS 32.516 (33.254)	mem 71.956
Train: [58][200/1500]	BT 0.038 (0.393)	DT 0.001 (0.355)	loss 6.841 (6.882)	prob 2.608 (2.355)	GS 30.688 (33.045)	mem 71.959
Train: [58][210/1500]	BT 0.038 (0.383)	DT 0.001 (0.344)	loss 6.888 (6.889)	prob 2.620 (2.344)	GS 35.047 (32.853)	mem 71.961
Train: [58][220/1500]	BT 0.039 (0.374)	DT 0.000 (0.335)	loss 7.017 (6.869)	prob 2.495 (2.329)	GS 33.797 (32.591)	mem 71.965
Train: [58][230/1500]	BT 0.036 (0.382)	DT 0.001 (0.343)	loss 6.917 (6.879)	prob 2.169 (2.374)	GS 35.766 (33.066)	mem 71.964
Train: [58][240/1500]	BT 0.039 (0.373)	DT 0.001 (0.334)	loss 6.815 (6.880)	prob 2.944 (2.277)	GS 33.250 (32.861)	mem 71.964
Train: [58][250/1500]	BT 0.039 (0.373)	DT 0.001 (0.335)	loss 6.999 (6.897)	prob 2.482 (2.285)	GS 29.406 (32.924)	mem 71.969
Train: [58][260/1500]	BT 0.039 (0.361)	DT 0.001 (0.322)	loss 6.826 (6.930)	prob 2.470 (2.317)	GS 31.219 (32.147)	mem 71.972
Train: [58][270/1500]	BT 0.059 (0.357)	DT 0.021 (0.318)	loss 6.947 (6.878)	prob 2.383 (2.340)	GS 34.297 (32.090)	mem 71.972
Train: [58][280/1500]	BT 0.040 (0.354)	DT 0.001 (0.315)	loss 6.897 (6.884)	prob 2.477 (2.276)	GS 36.203 (32.354)	mem 71.974
Train: [58][290/1500]	BT 0.039 (0.343)	DT 0.000 (0.304)	loss 7.334 (6.891)	prob 1.559 (2.264)	GS 32.953 (32.464)	mem 71.973
Train: [58][300/1500]	BT 0.027 (0.348)	DT 0.000 (0.310)	loss 6.913 (6.904)	prob 1.763 (2.263)	GS 35.312 (32.730)	mem 71.975
Train: [58][310/1500]	BT 0.037 (0.338)	DT 0.000 (0.300)	loss 6.723 (6.919)	prob 1.985 (2.263)	GS 30.594 (32.059)	mem 71.976
Train: [58][320/1500]	BT 3.470 (0.342)	DT 3.430 (0.304)	loss 6.993 (6.891)	prob 2.100 (2.234)	GS 28.891 (31.859)	mem 71.999
Train: [58][330/1500]	BT 0.028 (0.333)	DT 0.000 (0.295)	loss 6.895 (6.864)	prob 1.491 (2.228)	GS 32.547 (31.985)	mem 72.002
Train: [58][340/1500]	BT 0.038 (0.324)	DT 0.001 (0.286)	loss 6.888 (6.859)	prob 1.886 (2.182)	GS 35.094 (32.000)	mem 72.002
Train: [58][350/1500]	BT 0.037 (0.324)	DT 0.001 (0.286)	loss 6.755 (6.861)	prob 2.172 (2.192)	GS 32.250 (31.871)	mem 72.004
Train: [58][360/1500]	BT 0.037 (0.316)	DT 0.001 (0.278)	loss 6.758 (6.817)	prob 2.789 (2.234)	GS 37.062 (32.727)	mem 72.003
Train: [58][370/1500]	BT 0.037 (0.318)	DT 0.000 (0.280)	loss 6.811 (6.870)	prob 3.040 (2.322)	GS 31.625 (32.135)	mem 71.904
Train: [58][380/1500]	BT 0.036 (0.310)	DT 0.001 (0.273)	loss 6.824 (6.878)	prob 1.973 (2.235)	GS 35.906 (32.505)	mem 71.904
Train: [58][390/1500]	BT 0.051 (0.316)	DT 0.007 (0.279)	loss 6.941 (6.876)	prob 2.649 (2.261)	GS 35.125 (32.577)	mem 71.907
Train: [58][400/1500]	BT 0.031 (0.314)	DT 0.000 (0.276)	loss 6.822 (6.864)	prob 2.604 (2.274)	GS 34.688 (32.899)	mem 71.906
Train: [58][410/1500]	BT 0.059 (0.309)	DT 0.001 (0.271)	loss 6.693 (6.817)	prob 2.570 (2.464)	GS 31.406 (33.470)	mem 71.907
Train: [58][420/1500]	BT 0.024 (0.339)	DT 0.000 (0.300)	loss 6.776 (6.847)	prob 3.200 (2.320)	GS 31.891 (32.776)	mem 71.931
Train: [58][430/1500]	BT 0.031 (0.332)	DT 0.000 (0.293)	loss 6.782 (6.826)	prob 2.699 (2.329)	GS 31.750 (32.415)	mem 71.931
Train: [58][440/1500]	BT 0.033 (0.334)	DT 0.001 (0.296)	loss 6.808 (6.817)	prob 2.288 (2.361)	GS 38.422 (32.583)	mem 71.923
Train: [58][450/1500]	BT 0.038 (0.327)	DT 0.001 (0.289)	loss 6.702 (6.815)	prob 2.418 (2.378)	GS 33.922 (32.576)	mem 71.924
Train: [58][460/1500]	BT 0.035 (0.321)	DT 0.001 (0.283)	loss 6.812 (6.841)	prob 2.313 (2.381)	GS 33.250 (34.150)	mem 71.924
